Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time,Launch Site,Launch Outcome,Booster Landing
121,,SXM-8,"7,000 kg",GTO,Sirius XM,,F9 B5,,6 June 2021,,CCSFS,"Success
",Success
